department,course_code,course_name,credits,prerequisites,corequisites,description
PHRM,111,Medication Management I,15,"Prerequisite(type=""course"", details=""PHRM 100"")",,"Modules and integration activities focusing on: an introduction to infectious diseases; musculoskeletal disorders; dermatology; eyes, ears, nose, and throat disorders; and hematology. Prerequisite: PHRM 100. This course is not eligible for Credit/D/Fail grading."
PHRM,131,Study Design and Interpretation I,2,,,"Principles of clinical study design, focusing on biostatistical foundations, randomized controlled trials, and systematic review of randomized controlled trials. This course is not eligible for Credit/D/Fail grading."
PHRM,141,Seminar: Pharmacists in Practice I,2,,,Current and future roles for pharmacists and controversies in pharmacy practice. This course is not eligible for Credit/D/Fail grading.
PHRM,161,Technology in Healthcare,2,,,Knowledge and skills related to the role and applications of technology in health care. This course is not eligible for Credit/D/Fail grading.
PHRM,170,Community Service Learning I,1,,,Service learning activities with external community partner sites and members. Pass/Fail. Not offered in 2023/24. This course is not eligible for Credit/D/Fail grading.
PHRM,171,Introductory Pharmacy Practice Experience - Outpatient I,2,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""PHRM 100""), Prerequisite(type=""course"", details=""PHRM 111""), Prerequisite(type=""course"", details=""PHRM 131""), Prerequisite(type=""course"", details=""PHRM 141""), Prerequisite(type=""course"", details=""PHRM 161"")])",,"Prescription processing, drug distribution systems, and select patient care activities in real world outpatient environments. Pass/Fail. Prerequisite: All of PHRM 100, PHRM 111, PHRM 131, PHRM 141, PHRM 161. This course is not eligible for Credit/D/Fail grading."
PHRM,211,Medication Management II,15,,"Prerequisite(type=""course"", details=""PHRM 231"")",Modules and integration activities focusing on respirology and cardiovascular disorders. Corequisite: PHRM 231. This course is not eligible for Credit/D/Fail grading.
PHRM,212,Medication Management III,15,"Prerequisite(type=""course"", details=""PHRM 211"")",,"Modules and integration activities focusing on nephrology, endocrinology, and neurology. Prerequisite: PHRM 211. This course is not eligible for Credit/D/Fail grading."
PHRM,221,Nutrition for Pharmacists,2,"Prerequisite(type=""course"", details=""PHRM 171"")",,"Foundations of nutrition, nutrition for healthy individuals through the lifespan, and selected clinical applications of nutrition in pharmacy practice. Prerequisite: PHRM 171."
PHRM,231,Study Design and Interpretation II,2,,"Prerequisite(type=""course"", details=""PHRM 211"")","Principles of screening and diagnostic tests, clinical prediction rules, clinical practice guidelines, conflicts of interest, economic evaluation of therapeutics and medical technologies, harm-benefit analysis, and how to incorporate the best available evidence into practice. Corequisite: PHRM 211. This course is not eligible for Credit/D/Fail grading."
PHRM,241,Seminar: Pharmacists in Practice II,2,"Prerequisite(type=""course"", details=""PHRM 171"")",,"Current and future roles for pharmacists and controversies in pharmacy practice, focusing on the roles and training opportunities for pharmacists in specialty areas of outpatient and inpatient practice. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading."
PHRM,251,Institutional Practice Skills,1,"Prerequisite(type=""course"", details=""PHRM 171"")",,Preparation for experiential learning in the hospital setting. Focuses on enhancing familiarity with the care environment and developing skills suited for students to apply to patient care during institutional experiential rotations. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.
PHRM,252,Clinical Skills: Administration of Injections,1,,,Training for authorization to administer injections. Pass/Fail. This course is not eligible for Credit/D/Fail grading.
PHRM,261,Indigenous Health and Cultural Safety,1,"Prerequisite(type=""course"", details=""PHRM 171"")",,Overview of Indigenous health in Canada and the role a pharmacist can have in collaborating with Indigenous communities in providing culturally safe care and healing Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.
PHRM,270,Community Service Learning II,1,"Prerequisite(type=""course"", details=""PHRM 171"")",,Service learning activities with external community partner sites and members. Pass/Fail. Prerequisite: PHRM 171. This course is not eligible for Credit/D/Fail grading.
PHRM,271,Introductory Pharmacy Practice Experience - Outpatient II,2,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""PHRM 211""), Prerequisite(type=""course"", details=""PHRM 212""), Prerequisite(type=""course"", details=""PHRM 221""), Prerequisite(type=""course"", details=""PHRM 231""), Prerequisite(type=""course"", details=""PHRM 241""), Prerequisite(type=""course"", details=""PHRM 251""), Prerequisite(type=""course"", details=""PHRM 252""), Prerequisite(type=""course"", details=""PHRM 261""), Prerequisite(type=""course"", details=""PHRM 270"")])",,"Prescription processing, drug distribution systems, and select patient care activities in real world outpatient environments. Focus on direct patient care activities. Pass/Fail. Prerequisite: All of PHRM 211, PHRM 212, PHRM 221, PHRM 231, PHRM 241, PHRM 251, PHRM 252, PHRM 261, PHRM 270. This course is not eligible for Credit/D/Fail grading."
PHRM,272,Introductory Pharmacy Practice Experience - Inpatient and Health Authority-Based,1,,,Application of problem-solving skills to patient care activities in real world inpatient and/or health authority-based settings. Pass/Fail. This course is not eligible for Credit/D/Fail grading.
PHRM,311,Medication Management IV,12,"Prerequisite(type=""all_of"", children=[Prerequisite(type=""course"", details=""PHRM 271""), Prerequisite(type=""course"", details=""PHRM 272"")])",,"Modules and integration activities focusing on psychiatry; gastroenterology disorders; and oncology and palliative care. Prerequisite: All of PHRM 271, PHRM 272."
PHRM,312,Medication Management V,12,"Prerequisite(type=""one_of"", children=[Prerequisite(type=""course"", details=""PHRM 271""), Prerequisite(type=""course"", details=""PHRM 272"")])",,"Modules and integration activities focusing on reproductive health, sexual health, and genitourinary disorders; special infectious diseases; and toxicology. Prerequisite: One of PHRM 271, PHRM 272. This course is not eligible for Credit/D/Fail grading."
PHRM,321,Travel Health,3,,,Providing a consultative service to patients based on patient medical and travel history. Recommending and administering vaccinations according to guidelines. Making recommendations regarding oral medications needed for safe travel. This course is not eligible for Credit/D/Fail grading.
PHRM,322,Peer Teaching in Pharmacy Skills,3,,,Development and delivery of patient counselling role-playing activities.
PHRM,323,Pharmaceutical Care in Indigenous Health,3,,,Indigenous health in Canada and the role pharmacists' cultural humility and safety can play when collaborating with other health professionals and Indigenous communities to provide care and healing. This course is not eligible for Credit/D/Fail grading.
PHRM,324,Primary Care Pharmacy Practice,3,,,Strategies for leveraging opportunities and addressing barriers to effective pharmacist integration into multidisciplinary primary care teams and optimizing patient care. Co-requisite: PHRM 311. This course is not eligible for Credit/D/Fail grading.
PHRM,325,Clinical Pharmacokinetics,3,,,Lectures and discussions of topics on the application of pharmacokinetic principles and the use of therapeutic drug level monitoring in clinical pharmacy practice. This course is not eligible for Credit/D/Fail grading.
PHRM,326,Renal Pharmacotherapeutics,3,/* Unparsed: third-year standing. this course is not eligible for credit/d/fail grading. */,,"Case-based approach to the pathophysiology, pharmacology, clinical pharmacokinetics, and pharmacotherapy in nephrology with emphasis on the integration and application of fundamental principles to clinical situations in class. Prerequisite: Third-year standing. This course is not eligible for Credit/D/Fail grading."
PHRM,327,Toxicology and Precision Medicine,3,,,"Basic principles of toxicology; toxicity of pharmaceuticals, and precision medicine approaches to mitigate toxicity. This course is not eligible for Credit/D/Fail grading."
PHRM,328,Pharmacology of Drugs of Misuse and Abuse,3,,,"Biological, pharmacological, and psychological aspects of drugs of misuse and abuse. This course is not eligible for Credit/D/Fail grading."
PHRM,329,Leadership Experience Applied to Pharmacy (LEAP),3,,,Leadership skills in preparation for the practice of pharmacy in direct or non-direct patient care settings and contexts. This course is not eligible for Credit/D/Fail grading.
PHRM,330,Pharmacy Practice in Acute and Critically Ill Patients,3,/* Unparsed: third-year standing and a combined grade average of 70% in phrm 211 and phrm 212. this course is not eligible for credit/d/fail grading. */,,Pharmaceutical care concepts for managing acute and critically ill patients. Prerequisite: Third-year standing and a combined grade average of 70% in PHRM 211 and PHRM 212. This course is not eligible for Credit/D/Fail grading.
